114,0,114.2,198.9,68.4,56.7,3285
115,0,114.2,198.9,68.4,58.7,3485
116,0,107.9,186.7,68.4,56.7,3075
117,0,107.9,186.7,68.4,56.7,3252
118,0,108,186.7,68.3,56,3130
119,1,93.7,157.3,63.8,50.8,1918
120,1,93.7,157.3,63.8,50.8,2128
121,1,93.7,157.3,63.8,50.6,1967
122,1,93.7,167.3,63.8,50.8,1989
123,1,93.7,167.3,63.8,50.8,2191
124,-1,103.3,174.6,64.6,59.8,2535
125,3,95.9,173.2,66.3,50.2,2818
126,3,94.5,168.9,68.3,50.2,2778
127,3,89.5,168.9,65,51.6,2756
128,3,89.5,168.9,65,51.6,2756
129,3,89.5,168.9,65,51.6,2800
130,1,98.4,175.7,72.3,50.5,3366
131,0,96.1,181.5,66.5,55.2,2579
132,2,96.1,176.8,66.6,50.5,2460
133,3,99.1,186.6,66.5,56.1,2658
134,2,99.1,186.6,66.5,56.1,2695
135,3,99.1,186.6,66.5,56.1,2707
136,2,99.1,186.6,66.5,56.1,2758
137,3,99.1,186.6,66.5,56.1,2808
138,2,99.1,186.6,66.5,56.1,2847
139,2,93.7,156.9,63.4,53.7,2050
140,2,93.7,157.9,63.6,53.7,2120
141,2,93.3,157.3,63.8,55.7,2240
142,0,97.2,172,65.4,52.5,2145
143,0,97.2,172,65.4,52.5,2190
144,0,97.2,172,65.4,52.5,2340
145,0,97,172,65.4,54.3,2385
146,0,97,172,65.4,54.3,2510
147,0,97,173.5,65.4,53,2290
148,0,97,173.5,65.4,53,2455
149,0,96.9,173.6,65.4,54.9,2420
150,0,96.9,173.6,65.4,54.9,2650
151,1,95.7,158.7,63.6,54.5,1985
152,1,95.7,158.7,63.6,54.5,2040
153,1,95.7,158.7,63.6,54.5,2015
154,0,95.7,169.7,63.6,59.1,2280
155,0,95.7,169.7,63.6,59.1,2290
156,0,95.7,169.7,63.6,59.1,3110
157,0,95.7,166.3,64.4,53,2081
158,0,95.7,166.3,64.4,52.8,2109
159,0,95.7,166.3,64.4,53,2275
160,0,95.7,166.3,64.4,52.8,2275
161,0,95.7,166.3,64.4,53,2094
162,0,95.7,166.3,64.4,52.8,2122
163,0,95.7,166.3,64.4,52.8,2140
164,1,94.5,168.7,64,52.6,2169
165,1,94.5,168.7,64,52.6,2204
166,1,94.5,168.7,64,52.6,2265
167,1,94.5,168.7,64,52.6,2300
168,2,98.4,176.2,65.6,52,2540
169,2,98.4,176.2,65.6,52,2536
170,2,98.4,176.2,65.6,52,2551
171,2,98.4,176.2,65.6,52,2679
172,2,98.4,176.2,65.6,52,2714
173,2,98.4,176.2,65.6,53,2975
174,-1,102.4,175.6,66.5,54.9,2326
175,-1,102.4,175.6,66.5,54.9,2480
176,-1,102.4,175.6,66.5,53.9,2414
177,-1,102.4,175.6,66.5,54.9,2414
178,-1,102.4,175.6,66.5,53.9,2458
179,3,102.9,183.5,67.7,52,2976
180,3,102.9,183.5,67.7,52,3016
181,-1,104.5,187.8,66.5,54.1,3131
182,-1,104.5,187.8,66.5,54.1,3151
183,2,97.3,171.7,65.5,55.7,2261
184,2,97.3,171.7,65.5,55.7,2209
185,2,97.3,171.7,65.5,55.7,2264
186,2,97.3,171.7,65.5,55.7,2212
187,2,97.3,171.7,65.5,55.7,2275
188,2,97.3,171.7,65.5,55.7,2319
189,2,97.3,171.7,65.5,55.7,2300
190,3,94.5,159.3,64.2,55.6,2254
191,3,94.5,165.7,64,51.4,2221
192,0,100.4,180.2,66.9,55.1,2661
193,0,100.4,180.2,66.9,55.1,2579
194,0,100.4,183.1,66.9,55.1,2563
195,-2,104.3,188.8,67.2,56.2,2912
196,-1,104.3,188.8,67.2,57.5,3034
197,-2,104.3,188.8,67.2,56.2,2935
198,-1,104.3,188.8,67.2,57.5,3042
199,-2,104.3,188.8,67.2,56.2,3045
200,-1,104.3,188.8,67.2,57.5,3157
201,-1,109.1,188.8,68.9,55.5,2952
202,-1,109.1,188.8,68.8,55.5,3049
203,-1,109.1,188.8,68.9,55.5,3012
204,-1,109.1,188.8,68.9,55.5,3217
205,-1,109.1,188.8,68.9,55.5,3062
